v1,v2,,,
spam,"MICROSOFT WORD LOTTERY DEPT.UKPROMOTION OF E-MAILS DEPT.3b Olympic Way, Sefton Business Park,Aintree, Liverpool , L30 1RTel: +44-704-0116-569Fax: +44-870-1376-954ATTN:WINNER ,This correspondence officially confirms that we are in receipt ofinstructions relating to the payment of your lottery winnings of GBP Onemillion pounds,MICROSOFT WORD MEGA JACKPOT PROMO is a way of showingappriciation to satisfy the cravings of the ever-growing number of in useof our MS WORD.After randomly selecting 15,000 participants from aninitial database of 300,000 emails and zoning all participants by theirrespective continents from across the globe, we produced an extensive listfrom which you have emerged as one of the winners of the Promotional GrandDraw prize. Please complete the form below with correct information andemail back to us with a return email so that we can have a precise andcomprehensive record of our winners. Your prize check has been vaultedsafely with our corresponding bank prior to you readiness to complete yourclaims.Looking forward to your urgent reply.Yours Faithfully,Jack Harold.THIS SHOULD BE COMPLETED BY THE BENEFICIARY OF THE STATED FUND, FORVERIFICATION BEFORE TRANSFER.BENEFICIARY FIRST NAME.................BENEFICIARY LAST NAME..................RESIDENTIAL ADDRESS......................DATE AND PLACE OF BIRTH...................TEL. NUMBER......................FAX NUMBER............................EMAIL ADDRESS..................AMOUNT WON.............................BATCH NUMBER.............................REFERENCE Nï¿½...........................OCCUPATION.....................MARITAL STATUS...................DECLARATION:I...............................................................HEREBYDECLARE THAT THE ABOVE DATA ARE TRUE. THAT MY CLAIMS AGENT SHALL ACT AS AFACILITATOR IN THE TRANSFER OF THE TOTAL FUND TO ME.DATE........................(YOUR FULLNAMES)..............................................................................................................This email and its attachments are confidential and intended for theexclusive use of the addressee(s).This email and its attachments may alsobe privileged or protected by legal rules. If you have received this bymistake please let us know by reply immediately and destroy the email andits attachments without reading, copying or forwarding the contents.",,,
spam,"MICROSOFT WORD LOTTERY DEPT.UKPROMOTION OF E-MAILS DEPT.3b Olympic Way, Sefton Business Park,Aintree, Liverpool , L30 1RTel: +44-704-0116-569Fax: +44-870-1376-954ATTN:WINNER emailaddressThis correspondence officially confirms that we are in receipt of instructions relating to the payment of your lottery winnings of GBP One million pounds,MICROSOFT WORD MEGA JACKPOT PROMO is a way of showing  appriciation to satisfy the cravings of the ever-growing number of in use of our MS WORD.After randomly selecting 15,000 participants from an initial database of 300,000 emails and zoning all participants by their respective continents from across the globe, we produced an extensive list from which you have emerged as one of the winners of the Promotional Grand Draw prize. Please complete the form below with correct information and email back to us with a return email.Looking forward to your urgent reply.Yours Faithfully,Jack Harold",,,
spam,"MINNERS RECRUITMENT COMPANY 
NO 200 TESHIE NUNGUA
ACCRA GHANA.
TEL:0023321713981
MOBILE:00233243172000

FOR THE ATTENTION OF FIRSTNAME LASTNAME, 
This is to inform you that your qualification is found suitable for the job {IT Administrator}.Your name has been shortlisted. Respect to this,you are required to go through our contract terms and agreement and if acceptable,you contact us immediately for further directives.

STEPHEN JOHNSON BOYE(RECRUITMENT OFFICER)

NOTE:
There are no traditional interview,candidates are shortlisted based on high level experience and previous work/ qualifications 
PLACEMENT TERMS FOR IT ADMINISTRATOR

1.0 EXECUTIVE SUMMARY : We are pleased to inform you of Minners Recruitment Company approval for your provision of IT Administrator. The management of Minners Recruitment Company here by wish to present to you the following terms of contract. 

2.0 CONTRACT PERIOD : You shall resume for duty on the 14th January, 2006. Contract shall commence from the 14th January, 2006 and terminate on the 16th January, 2007. 

3.0 POSITION : 
1. RESPONSIBLE FOR MANAGING THE IT SYSTEM,INCLUDING INTEGRITY AND SECURITY OF ALL COMPUTER SYSTEMS,USE AND DEVELOPMENT OF COMPUTER APPLICATIONS,AND INTEGRATION OF COMPUTER SYSTEMS/APPLICATION.

2. COORDINATE REVIEWS OF IT FUNCTIONS AND PROCESSES TO DETERMINE PRIORITIES AND SET GOALS. 

3. SUPPORT NETWORK HARDWARE (CISCO ROUTERS,CISCO SWITCHES MICROSOFT 2000 SERVERS ) 

4.MONITOR AND REPORT ON LAN/WAN CONNECTIVITY,WIRING AND PORT CONNECTION.

5.INSTALL AND MAINTAIN ALL ROUTERS AND SWITCHES WITHIN THE PLACE OF WORK 4.0 ENTITLEMENTS : All salary and expense figures shall be in U.S. Dollars (USD). 

4.1 SALARY: (in this case = ARVIN GILLANNA) shall be entitled to a Net Salary of US$150,000.00 in twelve (12) months. This salary shall be paid monthly at US$12,500.00. Work time shall be 40 hours workweek for the 52 week contract term. Any work performed beyond the normal 40 hrs a week, work time, shall be due for an overtime benefit to be paid at $200.00 per hour. 

5.0 EXPENSES : Expenses incurred by the employee, related to job will be substantiated with receipts and the employee will be reimbursed by the employer not later than 14 days after submission of employee's expense report and receipts. 

5.1 LODGING: First class accommodation will be provided and paid for by the employer. Accommodation shall be of first class international standard. 

5.2 TRAVEL: $2,500.00 flat rate travel/entertainment allowance, shall be paid to employee by employer for each intercontinental trip. Travel shall be by business class/first class. 

5.3 MEALS : Same as 5.1 above. 

5.4 MOVING EXPENSES : The employee will be reimbursed by the employer for reasonable moving expenses incurred only as a result of relocation or early termination of leases, storage charges, procurement of travel documents, immunizations e.t.c. Reimbursements shall be paid not more than Fourteen (14) days from submission of report/and receipts. 

5.5 MEDICAL EXPENSES : Employer will provide employee with comprehensive healthcare for the term of contract, and follow-on care for injuries suffered during the term of contract. 

5.6 OTHER EXPENSES AND ALLOWANCES: Employer will pay other allowances and/or benefits as deemed appropriate. 

5.7 VACATION : Employees shall be authorized two weeks of paid vacation during the term of the contract, to be used at the employee's discretion after duly information and receiving approval from employer's management. Employer will pay for travel expenses (i.e. flight tickets) and flat rate travel allowance of $2,500.00. 

5.8. Office assests to be provided by employer: a} Computer resources: Laptop Computer, 1.6 GHz Processor, 256 MB RAM, 24XCD-RW, 30GB Hard Drive, Floppy Drive, Integrated Network Adapter, Internal 56K Modem, Spare Battery and Necessary Software. Full time Internet access is also made available. 
b). Phones: the employer will provide each employee with one (1) landline and one (1) mobile telephone. There shall have a reasonable credit limit application per month. 

5.9. OFFICE SPACE : Adequate private office space in a conducive and comfortable work environment for each employee shall be provided. 

5.10. LOCAL TRANSPORT : Vehicles and other means of transport shall be adequately provided for . 

6.0 MOBILIZATION: 
Two months salary shall be paid before consultants embark on journey to assume duty. This is to enable consultants settle all domestic needs before travel. As such, no excuse will be entertained on assumption of duty relating to default. An agreement is herewith attached. 

TERMS OF AGREEMENT FOR IT ADMINISTRATOR, BETWEEN MINNERS RECRUITMENT COMPANY AND EXPRIATE TECHNICAL SUPPORT CONSULTANT (TO BE REFFERED TO ARVIN GILLANNA THIS AGREEMENT is made this 19th ..day of November ..2005 Between MINNERS RECRUITMENT COMPANY, incorporated under laws of Accra,Ghana. (Hereinafter called Minners Recruitment Company which __________________expression shall where the context so admits include its successors-in-title and assigns) with Registered office at NO200 TESHIE NUNGUA ROAD,ACCRA,GHANA. On the one hand ARVIN GILLANNA as first party called CONSULTANT. 

WHEREAS: 1.MINNERS RECRUITMENT COMPANY desires to secure the services â€“ 1. 
RESPONSIBLE FOR MANAGING THE IT SYSTEM,INCLUDING INTEGRITY AND SECURITY OF ALL COMPUTER SYSTEMS,USE AND DEVELOPMENT OF COMPUTER APPLICATIONS,AND INTEGRATION OF COMPUTER SYSTEMS/APPLICATION.

2. COORDINATE REVIEWS OF IT FUNCTIONS AND PROCESSES TO DETERMINE PRIORITIES AND SET GOALS.

3. SUPPORT NETWORK HARDWARE (CISCO ROUTERS,CISCO SWITCHES MICROSOFT 2000 SERVERS )

4.MONITOR AND REPORT ON LAN/WAN CONNECTIVITY,WIRING AND PORT CONNECTION. 

5.INSTALL AND MAINTAIN ALL ROUTERS AND SWITCHES WITHIN THE PLACE OF WORK and others as specified to first party contractor/consultant. 

2. CONSULTANT represents to MINNERS RECRUITMENT COMPANY that it has the technical competence necessary for carrying out all the services, duties and obligations specified in this contract on the part of CONSULTANT to be And has agreed to carry out the same in accordance with the terms and conditions hereinafter set forth.

NOW THEREFORE, the parties hereby agree as follows: 

ARTICLE 1: SCOPE OF SERVICES: 
1. RESPONSIBLE FOR MANAGING THE IT SYSTEM,INCLUDING INTEGRITY AND SECURITY OF ALL COMPUTER SYSTEMS,USE AND DEVELOPMENT OF COMPUTER APPLICATIONS,AND INTEGRATION OF COMPUTER SYSTEMS/APPLICATION.

2. COORDINATE REVIEWS OF IT FUNCTIONS AND PROCESSES TO DETERMINE PRIORITIES AND SET GOALS.

3. SUPPORT NETWORK HARDWARE (CISCO ROUTERS,CISCO SWITCHES MICROSOFT 2000 SERVERS )

4.MONITOR AND REPORT ON LAN/WAN CONNECTIVITY,WIRING AND PORT CONNECTION.

5.INSTALL AND MAINTAIN ALL ROUTERS AND SWITCHES WITH THE PLACE OF WORK and others as specified to first party contractor.

ARTICLE 2: CONTRACT PERIOD The contract period shall be for THREE HUNDRED AND SIXTY (360) days or for such time required for the execution of contract, whichever is less. This is with effect from 14th January, 2006 when the contractor/consultant assumes duties. 

ARTICLES 3: FEES FOR SERVICES AND TERMS OF PAYMENTS 
3.1 MINNERS RECRUITMENT COMPANY shall pay CONTRACTOR/CONSULTANTS on satisfactory performance of the services stated in Article 1, the sum(s) as clearly stipulated in placement terms. 

3.2 Minners Recruitment Company shall pay for services rendered in Article 1 by cheque presented on a monthly basis at the rate stated in Article 3.1. all other payments shall also follow suit as stated in placement terms.

3.3 Payments of undisputed shall pay all of the fees in Article 3.1 in us dollars and shall be paid. 

ARTICLE 4: GENERAL ADMINISTRATION AND MANAGEMENT
4.1 Unless otherwise stated in a superseding document, the Contract administrator of Minners Recruitment Company, shall maintain general administration and management of the project and all progress reports should be addressed Minners Recruitment Company to him. 

ARTICLE 5: ASSIGNMENT 5.1 The CONTRACTOR/CONSULTING shall not assign or transfer any or all of its rights, responsibilities or obligation under this Agreement without the prior written consent of Minners Recruitment Company, which consent shall not be unreasonably withheld. However, Minners Recruitment Company shall be entitled without such consent to assign the transfer of any or all of its rights, responsibilities, obligations and liabilities under this Agreement to any affiliate of Minners Recruitment Company or it s co-venturers subject to prior written notification. 

ARTICLE 6: FORCE MAJEURE 6.1 
Notwithstanding anything herein stated, neither party shall be considered in default in the performance of its obligations under this Agreement as a result of Force Majeure. The term Force Majeure shall include but not limited to Act of God, War, Nation-wide strike, Lockout, Riot and Civil commotion. A strike or Lockout embarked upon the CONTRACTOR S/CONSULTANT S personnel shall not be deemed to be included in this term. 6.2 if an interruption of work occurs as a result of Force Majeure for up to even (7) days, 70% of the basic daily fees shall be paid as standby. However, if such suspension results in CONTRACTOR/CONSULTANT not being able to perform its duties for more than seven (7) days, then Minners Recruitment Company may at its option elect to continue the implementation of this Agreement at adjusted standby rates to be negotiated by Minners Recruitment Company and CONTRACTOR/CONSULTANT or to terminate the contract. 

ARTICLE 7: TERMINATION 7.1 This Agreement may be terminated:
i). If the services stated in Article 1 and 2 are not rendered satisfactorily. 
ii). If the duration of the Agreement stated in Article 2 expires an Extension has been given.
iii). Under Force Mejeure as stated in Article 6.2 

ARTICLE 8; DEFAULT OF CONTRACTOR 9.1 In the event of default by CONTRACTOR/CONSULTANT or non-compliance by CONTRACTOR/CONSULTANT with the terms and conditions of this Agreement, Minners Recruitment Company shall given notice to CONTRACTOR/CONSULTANT specifying areas of default andCONTRACTOR/CONSULTANT shall in ten (10) calendar days to rectify to Minners Recruitment Company's satisfaction, the said default (s). if CONTRACTOR/CONSULTANT does not rectify Minners Recruitment Company's satisfaction, the said default (s) within ten (10) days of receipt of the notice, Minners Recruitment Company may proceed with Termination of this Agreement subject only to settlement of all payments due and outstanding at the time of termination. 

ARTICLE 9: ADDRESSEES FOR NOTICE All notices and other communication required to be given hereunder by one party to the other shall be in writing and shall be sufficiently given if sent by post/fax or delivered by hand. Notice shall be deemed to have been properly given if delivered by hand or registered post, or properly faxed. 

ARTICLE 10: ENTIRE AGREEMENT This Agreement embodies the entire understanding of the parties hereto and any prior representation or arrangements are hereby superseded. 

ARTICLES 11: ATTESTATION AS WITNESS, the hands of the duly authorised representatives of the parties, the day year first above written. 

SIGNED AND DELIVERED FOR AND ON BEHALF OF 
Minners Recruitment Company BY: CONTRACTOR ADMINISTRATOR FOR MANAGING DIRECTOR MINNERS RECRUITMENT COMPANY. 

SIGNATURE: n the presence of: 

NAME: 

SIGNATURE: 

ADDRESS: 

DESIGNATION: 

SIGNED AND DELIVERED FOR AND ON BEHALF OF CONTRACTOR/ CONSULTANT.

BY: 

DESIGNATION: 

SIGNATURE: In the presence of: 

NAME: 

SIGNATURE: 

ADDRESS: 

OCCUPATION:

YOU CAN AS WELL REACH US THROUGH THIS EMAIL ADDRESS










 



--------------------------------------------------------------------------------
No banners. No pop-ups. No kidding.
Make My Way your home on the Web - http://www.myway.com",,,
spam,"Mr.Andrew Van.
St James's Corporate Services Limited
6 St James's Place
London SW1A 1NP
United Kingdom

BE MY BUSINESS PARTNER 

It is my wish to contact and establish a strong business relationship with
you. I am Mr.Andrew Van Sales Representative in London, of Gold Field Company
South Africa.In respect of my position in the company, I personally succeeded
in establishing business contacts in USA and Canada to supply quantities
of Gold Dusts every month valued at 45 ? 50,000 United States Dollar . This
is a very private arrangement with no risk involved.

However, I am finding it very difficult receiving payment for the supplies
made 1-month ago before going further with the business. This is because
according to the new goverment financial regulation here, senior employees
in the company are prohibited from operating a private foreign account. Therefore,
I do not have a foreign account to receive the payment here in London and
this is where I need your help. Now, I want you to act as my agent by receiving
this Money in your account and forwarding same to me. Your commission will
be 10% of any money received on my behalf by you. The sales and payment will
continue as soon as I receive the payment of the supply made last month successfully
through your help.
 
If this proposal is acceptable to you, I need you to understand that this
is a private arrangement and I look forward to a business partnership with
you based on trust, confidentiality and mutual interest. I sincerely hope
you'll not take undue advantage of the trust I'll bestow on you.

VERY IMPORTANT:
I'll not at any stage of my business relationship with you, request that
you cover any expenses concerning the deal. Your role is basically to collect
funds on my behalf, subtract your commission of 10% and then send the balance
to me. Upon reciept of your mail, I'll send an agreement that will provide
the basis for our business relationship. Thanks for your envisaged assistance.

I await your urgent mail. 


Mr.Andrew Van",,,
spam,"MR.VLAD TUDOR.
THE SAVINGS BANK OF THE RUSSIAN FEDERATION.
KIOVSKY BRANCH,
REPUBLIC OF RUSSIAN FEDERATION.
tudorvlad@excite.com

I am Mr. TUDOR VLAD, Bank Manager of The Savings Bank
Of Russian Federation, Kiovsky Branch,Samara
. I have urgent and very confidential business
proposition for you.

On February 9, 2001, An American International
Evangelist Pastor John Kelley, made a numbered time
(Fixed) Deposit for twelve calendar months,valued at
US$15,000,000.00 (Fifteen Million Dollars) in my
branch. Upon maturity, I sent a routine notification
to his forwarding address but got no reply. After a
month, we sent a reminder and finally we discovered
from his associates in Baghdad Iraq. The Baptist
Family that Pastor John Kelley was killed in a sniper
attack just outside of Baghdad,Traveling with a group
of pastors from across the Northeast on a two-week
mission to bring Arabic Bibles to the people of Iraq.

You will get more details at
http://www.turnto10.com/news/2848947/detail.html

On further investigation, I found out that he died
without making a WILL, and all attempts to trace his
next of kin failed. I therefore made further
investigation and discovered that he did not declare
any kin or relations in all his official documents,
including his Bank Deposit paperwork in my Bank.This
sum of US$15,000,000.00 is still sitting in my Bank
and the interest is being rolled over with the
principal sum at the end of each year. No one will
ever come forward to claim it.According to Laws of
Republic of Russian ederation, at the expiration of 5
(five) years, the money will revert to the ownership
of the Russian Government if nobody applies to claim
the fund.

Consequently, my proposal is that I will like you as a
foreigner to stand in as the next of kin to this late
Man, so that the fruits of this old man's labor will
not get into the hands of some corrupt government
officials. This is simple, I will like you to provide
immediately your full names and address so that the
attorney will prepare the necessary documents that
will put you in place as the next of kin.

We shall employ the services of an attorney for
drafting and notarization of the WILL and to obtain
the necessary documents and letter in your favor for
the transfer. A bank account in any part of the world
that you will provide will then facilitate the
transfer of this money to you as the beneficiary/next
of kin. The money will be paid into your account for
us to share in the ratio of 70% for me 30% for you.
There is no risk at all as all the paperwork for this
transaction will be done by the attorney and my
position as the Branch Manager guarantees the
successful execution of this transaction.If you are
interested, please reply immediately via the private
email
address above. Upon your response, I shall then
provide you with more details and relevant documents
that will help you understand the transaction.
Please send me your confidential telephone and fax
numbers for easy communication.
Please observe utmost confidentiality, and rest
assured that this transaction would be most profitable
for both of us because I shall
require your assistance to invest my share in your
country

Awaiting your urgent reply via my email address.
Thanks and regards.
Mr. TUDOR VLAD
tudorvlad@excite.com


NB
Please for security reasons pls send your replys to my
private email
address:-  tudorvlad@excite.com",,,
spam,"MRS MARY HOPKINS
21ST AVENUE,STOCKTON,
11958 CALIFORNIA
UNITED STATE OF AMERICA.

Dear Participant,

We hereby commemorate you on your recommendation to partake
on the forth-coming conference, which would due to commence
2nd to 5th July 2005 in California,USA and 16th to 19th
July, 2005.in Nigeria West Africa. 

This conference is not on air or advertised to draw the
attention of the public. But we are only accepting you as a
partaker because you are been recommended by our
colleague(s) You are been giving the opportunity to
participate on this International Conferences program on
RACISM AND PREVENTION STRATEGIES scheduled to take place in
Disneyland Covention Center Anaheim CA. come 2nd to 5th
July,2005 United States. The second conference on WAR
AGAINST CHILD ABUSE will take place at the Royal convention
Hall 16th to 19th July,2005.Nigeria (west Africa) in
Africa. 

The theme of the forth coming International Conferences is
to teach humanity on the need to avoid Racism & Child Abuse
which led to hatred which is increasing every  day among
the Youths, Key to this Education is to enlightens humanity
to deceit from this kind of attitude.

The Forth coming International Conferences is been
Organized and sponsored by the UNITED WELFARE ORGANIZATION
(U.W.O) in United States. This conference is dedicated to
all our beloved Brothers and Sisters who is under Slavery
and human abuses. The Organizations Database describes
national organizations that focus on Child abuse and
neglect on Child welfare issues not to deceit and have a
significant child abuse and neglect/child welfare
component, or have a related primary focus that can provide
some information to the field. 

Child Abuse/Racism is a crime that may carry a lasting
social stigma as well as serious legal consequences. In
some states, the laws governing this crime have become more
rigid, and the punishment for a conviction can often be
quite severe. Because of this, it is extremely important
that you entrust your attorney with a strong history of
winning Racism Child Abuse cases. Doing so is the best way
to keep yourself free. 
Recommended participants are entitled to participate in
this coming International Conferences regardless of your
Religion or belief. 
Only minimum of five (5) or maximum of ten (10) people
expected to participate together as a group or organization
from your Country and none of them will be less than
eighteen years, they must participate in both Conferences.
It does not necessary mean that you must belong to an
organization before you can attend this event. You can
build a group of five (5) or ten (10) persons from your
country. They should be in position of their international
passports to enable them participate in this conferences.

Then you just contact and inform us that you are been
recommended to participate along with your group. You
should read and follow the instruction been given to you
immediately.You are to forward the names and passport
numbers of your group to us as soon as possible as all
participants visa request will be forward to the U.S Bureau
for Immigrant Affairs for visa Authorization that same
day.Any group visa request not forwarded on that same day
will miss the visa assistance. 

Only 5 or 10 members are accepted to participate as a group
from the selected countries.You should reach us with the
following information about your group:-

(1) Names
(2) Passport numbers
(3) Name of your country of resident and code number

Our independent Donors and the Sponsors will take care of
your entire flight tickets, including your feeding and
accommodation throughout your stay in United States. You
are only responsible for your hotel reservation in Nigeria
(Africa) where the second conference is scheduled to take
place. If you are interested to participate in the
forth-coming International conferences, send your names
together with Country of origin, through our E-mail:
world_conference_2005@yahoo.com
We will open your participation file as soon as we receive
your names. You will receive the conference Participation
forms, we would direct you to our Africa Co-Coordinator as
soon as your names reach us He would be the one to put you
in line with the Hotels in Africa where you will make your
reservation. Your Africa Hotel reservation confirmation
will only prove to us that you must go to Africa after U.S
Conference. 

We would give you more directives as soon as your names
reach us.Please,note that we are not in position to
authorize your visa, but we are working with the directives
from the U.S Bureau for Immigrant Affairs, the authority
that is in charge of authorization of group visa.We cannot
add or reduce any given requirements for the authorization
of participants visa participating in this events.And as
such all requirements must be met by participants requiring
the U.S Visa assistance into the U.S. 

Remember to forward your names and passports number as soon
as possible in order to open a file for your group. 
Best regards
Mrs Mary Hopkins
Secretary.",,,
spam,"My client  has finally accepted your price,he hopes the engine is 
serviced  and oil changed too . 
However,My client made out a certified cashiers check of($23000) before 
he travelled to japan on a business trip,for a previous car and its 
shipment charges etc,but it was unfortunately sold.The amount on the check 
he deposited for the car is bigger than what should  be paid to you 
now, so the check is now meant for the total expenses  which includes the 
purchase of your car,the pick up of the car from its  present location 
and the shipping charges/other necessary shipping  arrangements. 
However he has instructed us to carry on with this transaction. So you're 
required to deduct the cost of your car ($2000)and send the balance 
of($8000) to my client  via western union money transfer to enable him 
offsett shipping charges/arrangements.once the transaction is  concluded,My 
agent will be coming for the pick up of the car from its present  
location, on an open vehicle and then drive to a pre paid shipper for 
shipment,and  also conclude other necessary shipping arrangements.so yo 
u dont have to bother yourself about the pick up and shipping 
arrangements,while title papers and other necessary documets will be sent by 
you via fedex courier to my customer. 

Please Confirm this and provide name,address and phone 
number for check payment to be delivered to you via 
fedex courier , 
Thanks and God bless.",,,
spam,"My Dear Brother, I can help you with prays and you will receive your boxes and funds within 72hours without making any pay to anyboby, they will release your boxes to you.
 
My Dear Brother, the only thing you need is to make some sacrifice to appeal to the Gods of our land, you we need to buy the below items for the sacrifice.
 
1]One He Goat
2]One She Goat
3]Seven Candle
4]One Native Hen
 
My Dear Brother, if you can get this items, then all your problems are gone.
This is message from the God's of our Land.
 
Note that the problem you are having is from your family and your friends, they don't want your progress, but i asure you that if all this are done your will receive your consignments without payment.
 
Best Regards
Cheif Priest of Asante Kingdom",,,
spam,"My dear friend,
I have received your mail and i must first of all show my
appreciation ,over the fact that you have given heed to the entreaty
of a dying man.
Like i had told you in my previous mail, i lived a very reckless life
when it mattered most. All i thought about was my various
investments,it is that same care free attitude that is going to cost
me a lot now.
When i discovered this ailment, it dawned on me that i had been
living a very vain life.Then the need to affect the lives of those in
need became very paramount in my thoughts.This appears to be a case
of mercy after death as i no longer have the strength to do those
things i used to do when i was still very full of life.
My dear friend , in my resolve to actualise my dying wish, i have
been able to support charity to a very large extentaround the middle
east and europe.Then my health became a sorry tale, that at this
particular point in time, i live at the mercy of various drugs and
operations which certainly can not remedy anything.My close family
members are however not happy with the way i have disbursed
everything of mine to the motherless babies and the less
priviledged.That was why they failed to help me actualise my dream of
supporting charity.
They held for themselves the funds i made available and went as far
as even trying to terminate my life when the hour(though very short
)has not come.All relationship with me has been severed ,and they are
of the opinion that the last of my fortune has been
spent.Incidentally, the sum of twenty four million dollars(united
states) lies in a security company in Europe , and well packaged in a
consignment. That is the last i have here on earth after my medical
bills have been estimated and all expenses paid pending when i shall
be no more.These funds i wish to entrust to you , to help propagate
the works of charity where ever your location is.By so doing, i would
need your utmost sincerity and honesty to carry the venture along
successfully.
It would be required of you to furnish me with your full names and
address,telephone and fax numbers , to enable me put a letter to the
security company, making you the eligible beneficiary to the funds
with them.
Once this is done,you shall make arrangements with them on how the
funds would be transfered to your location.I beg of you to deal with
me honestly and render me your assistance to the fullest of your
capacity.you would be helpng a dying man.Most importantly you would
be touching the lives of a huge number of people.I hope i would be
able to count on you while i wait impatiently for the time to come.My
bones are slowly cleaving to my skin.I hope to hear from you as soon
as possible.
Warmest Regards,
Larry Moore
This is my very confidential email,i check everytime from my labtop.i
expect further correspondence to be through this chann",,,
spam,"My Dear,
 
How was your week?.
I believe it was great
I am more than happy with your interest to help me transfer my 9.7 
million American dollars deposited in an european bank by my late 
father of which iam the next of kin.
Presently iam living in the refugee camp here in Dakar senegal and 
we are only allowed to go out of the camp only on monday and 
fridays of the week.
Inshort this place is more of a prison and my hope is for you to 
assist me transfer this money to your position so that i can come 
over to start a new life with you.
 
I send and recieve e mails in the office of Rev  Emmanuel george .
He is the pastor of the christ the king church in the refugee camp 
here in dakar senegal.
He has been so kind to me since i became close to him during one of 
his visitation to the clinic in the camp when i was sick.
I will like you to call me at his office with this number +221-608-70-30 
so that i can tell you more about myself.
 When you call tell him that you want to talk with me and he will 
send for me at the females hostel.
However,i will like you to contact the european bank where the money 
was deposited by my late father for confirmation and possibilities of 
transfering to your account in your country.
The contact information of the bank is as follows,
 
AMRO BANK  LONDON BANK 
NAME OF THE TRANSFER OFFICER IS MR RAY PAULSON.
TELEPHONE NUMBER IS +44--70-40-11-79-14
FAX  NUMBER +44 709-280-4174 
E MAILL ADDRESS OF THE BANK IS 
 (amrobank@financesource.com )

 
I will like you to contact this bank immediately on how to transfer 
the 9.7 million dollars deposited by my late father Dr Tunde Williams 
of which iam the next of kin.
I have maped out 15% of the total sum for your assistance and 5% for  
expenses .
Moreover, i will need your assistance to manage the money on my hehalf 
since iam too young to handle such money.
 
God bless you as i wait to hear from you,
Miss Janet Williams",,,
spam,"My Dearest ,
Goodmorning to you and how are you getting on?.I believe that you are 
doing well.thanks your interest and care about my present condition here in 
senegal.God will protect and reward you for taking care of an orphan and i will 
equally reciprocate your kind gestures to me. I am 21 years old girl 
living here in the refugee camp.
I send and recieve emails at the church office here in  camp.I used to 
be  a first year law student in the university before the killing of my 
parents by the rebel and ever since then my life has not been what it use to be..I 
appreciated your interest to assist me transfer my money to your 
position pending my arrival to meet with you to start a new life. As i told you 
in my previous mail, iam presently living in the refugee camp here in dakar 
senegal  as a result of the death of my parents. I fasted and prayed to 
God before he revealed to me that  you are the right person to help me out 
from this horriable place i found myself.
Moreover,i need your assistant because i want to do out with Africa 
entirly due to political instability.
Please call me today(tuesday) possibly after contacting the bank so 
that we can talk more about my situation here in senegal.
Things are very difficult here and all my hopes is for you to assist me 
transfer 9.7 million dollarsdeposited by my late father at  EQUITORIAL 
TRUST BANK PLC LONDON .to your position so that you can send some money 
for me to prepare my travelling documents to meet with you.
I have informed the bank about my plans to claim this money and the 
only thing they told me is to look for a foreign partner who will stand on 
my behalf due to my  refugee status.
In this regards i will like you to contact the bank immediately with 
this information,telling them that
you are my foreign partner and that you want to know the possibilities 
of assisting me transfer my 9.7 million dollars deposited by my late 
father Dr nanuan doago of which iam the next of kin.
The contact information of the bank is as follows,

EQUITORIAL TRUST BANK PLC LONDON the  Email addresses is 
             (EQUITRUST@the-stock-market.com)  
             (customerservice@equitorialtrustplc.com ) 
The name of the transfer officer  is Mr Sylvester Owens 
Telephone number + 0044-70-40-11-79-14   Fax number  +44-709-280-4174
 
When you contact the bank tell them that you are my foreigh partner and 
that you want to assist me transfer my money to your account due to my 
refugee status here in Dakar Senegal.
God bless you as i wait for your call today.
Miss  clara.",,,
